SensorType, Month, Value, LocationId, Threshold (High/Low)
2024-02-01, CO2, 312.22, 101, Low
2023-12-01, HUMIDITY, 32.19, 101, Low
2023-12-14, MOTION, 50.0, 105, High
2024-01-25, LIGHT, 952.93, 103, High
2023-08-06, SOUND, 112.01, 108, High
2023-12-10, HUMIDITY, 30.82, 109, Low
2024-01-31, SOUND, 21.8, 104, Low
2023-11-29, TEMPERATURE, 12.65, 110, Low
2023-12-07, VOC, 148.4, 103, Low
2023-09-18, MOTION, 37.0, 101, High
2023-08-15, CO2, 732.6, 106, High
2023-08-13, MOTION, 3.0, 102, Low
2023-11-24, HUMIDITY, 83.55, 106, High
2023-09-09, LIGHT, 13.42, 101, Low
2023-10-12, CO2, 750.4, 101, High
2023-12-19, TEMPERATURE, 39.79, 101, High
2023-11-19, HUMIDITY, 38.53, 103, Low
2023-09-10, SOUND, 21.14, 109, Low
2023-11-10, VOC, 136.97, 105, Low
2023-09-16, MOTION, 4.0, 108, Low
2023-08-23, HUMIDITY, 84.3, 108, High
2023-09-28, CO2, 739.32, 109, High
2023-12-24, TEMPERATURE, 14.84, 105, Low
2023-10-22, TEMPERATURE, 13.86, 105, Low
2023-08-18, PRESSURE, 950.89, 109, Low
2023-12-27, CO2, 715.01, 107, High
2023-08-31, SOUND, 111.68, 103, High
2023-09-29, MOTION, 32.0, 105, High
2023-10-19, HUMIDITY, 85.59, 104, High
2023-08-12, CO2, 326.5, 107, Low
2023-12-03, MOTION, 32.0, 101, High
2023-09-11, SOUND, 109.27, 106, High
2023-12-05, HUMIDITY, 37.89, 106, Low
2023-11-08, PRESSURE, 1042.09, 103, High
2023-10-26, TEMPERATURE, 36.34, 104, High
2023-08-19, MOTION, 37.0, 107, High
2023-12-18, CO2, 320.26, 109, Low
2023-11-13, HUMIDITY, 34.96, 108, Low
2023-09-15, CO2, 738.67, 106, High
2023-09-23, TEMPERATURE, 37.55, 104, High
2023-09-26, VOC, 111.09, 104, Low
2023-09-27, HUMIDITY, 82.53, 104, High
2023-08-01, MOTION, 1.0, 104, Low
2023-10-22, MOTION, 47.0, 101, High
2023-12-20, MOTION, 37.0, 101, High
2023-09-17, HUMIDITY, 83.75, 110, High
2024-01-03, CO2, 700.66, 104, High
2023-12-07, VOC, 481.15, 102, High
2023-08-09, HUMIDITY, 35.08, 105, Low
2023-09-13, HUMIDITY, 81.39, 106, High
2023-11-09, HUMIDITY, 31.55, 104, Low
2023-09-14, PRESSURE, 957.38, 106, Low
2024-01-26, PRESSURE, 1046.49, 109, High
2023-12-12, PRESSURE, 955.01, 108, Low
2023-10-05, MOTION, 50.0, 102, High
2023-10-07, PRESSURE, 1043.39, 109, High
2023-12-14, HUMIDITY, 80.36, 101, High
2023-11-21, HUMIDITY, 85.78, 108, High
2023-09-05, MOTION, 45.0, 103, High
2023-11-27, CO2, 719.81, 101, High
2023-10-26, VOC, 468.24, 110, High
2023-11-01, CO2, 343.94, 103, Low
2023-12-26, MOTION, 3.0, 104, Low
2023-09-21, CO2, 757.79, 104, High
2024-01-25, HUMIDITY, 35.22, 106, Low
2023-10-14, HUMIDITY, 33.86, 109, Low
2023-09-19, MOTION, 0.0, 104, Low
2024-01-18, SOUND, 118.78, 103, High
2024-01-25, HUMIDITY, 80.29, 110, High
2023-08-23, MOTION, 1.0, 109, Low
2023-12-27, LIGHT, 984.99, 110, High
2023-11-19, MOTION, 37.0, 101, High
2024-01-25, HUMIDITY, 31.46, 110, Low
2023-09-07, SOUND, 118.68, 110, High
2023-09-01, SOUND, 101.26, 102, High
2023-08-12, CO2, 775.21, 109, High
2024-01-05, TEMPERATURE, 38.74, 109, High
2023-09-28, CO2, 760.28, 107, High
2023-09-12, CO2, 760.09, 110, High
2024-01-08, MOTION, 33.0, 105, High
2023-11-11, MOTION, 39.0, 105, High
2023-12-31, VOC, 139.56, 109, Low
2023-11-23, HUMIDITY, 89.07, 110, High
2023-08-22, TEMPERATURE, 39.53, 107, High
2024-01-20, VOC, 109.71, 101, Low
2023-12-15, MOTION, 4.0, 109, Low
2023-12-14, SOUND, 104.47, 105, High
2024-01-02, VOC, 105.6, 106, Low
2023-12-21, HUMIDITY, 80.76, 109, High
2023-10-21, TEMPERATURE, 37.93, 106, High
2024-01-10, VOC, 456.71, 104, High
2023-10-13, SOUND, 25.23, 109, Low
2024-01-01, LIGHT, 915.33, 106, High
2023-10-05, TEMPERATURE, 11.41, 105, Low
2023-11-22, HUMIDITY, 36.43, 110, Low
2023-11-24, CO2, 728.56, 106, High
2024-01-15, LIGHT, 91.74, 104, Low
2024-01-21, VOC, 484.7, 102, High
2023-09-30, HUMIDITY, 86.6, 106, High
2023-10-18, LIGHT, 963.65, 101, High
2023-10-21, MOTION, 45.0, 104, High
2023-08-31, CO2, 722.69, 106, High
2023-09-28, MOTION, 4.0, 101, Low
2024-01-12, HUMIDITY, 85.64, 103, High
2023-10-02, TEMPERATURE, 35.25, 105, High
2023-11-09, CO2, 796.95, 109, High
2023-12-01, VOC, 144.79, 110, Low
2023-09-28, SOUND, 103.27, 103, High
2023-08-14, TEMPERATURE, 14.15, 104, Low
2023-12-09, TEMPERATURE, 39.69, 105, High
2024-01-20, HUMIDITY, 33.87, 109, Low
2024-01-09, VOC, 140.64, 101, Low
2023-11-28, TEMPERATURE, 36.61, 109, High
2024-01-16, SOUND, 23.55, 105, Low
2023-11-13, PRESSURE, 1040.94, 101, High
2023-08-19, HUMIDITY, 81.82, 104, High
2023-09-20, HUMIDITY, 39.37, 102, Low
2023-12-10, PRESSURE, 1043.49, 107, High
2023-11-23, TEMPERATURE, 12.07, 103, Low
2023-09-26, TEMPERATURE, 36.51, 104, High
2023-08-19, TEMPERATURE, 13.47, 110, Low
2023-10-12, VOC, 127.17, 106, Low
2023-08-13, SOUND, 110.1, 108, High
2023-08-17, PRESSURE, 959.38, 110, Low
2023-10-27, CO2, 733.93, 107, High
2023-11-29, TEMPERATURE, 37.25, 102, High
2023-09-02, PRESSURE, 958.82, 107, Low
2023-10-20, HUMIDITY, 88.56, 102, High
2023-10-22, TEMPERATURE, 11.09, 108, Low
2023-09-06, CO2, 718.65, 109, High
2023-10-12, HUMIDITY, 30.75, 104, Low
2023-10-27, HUMIDITY, 81.58, 107, High
2023-08-14, PRESSURE, 1045.28, 105, High
2023-10-11, PRESSURE, 1043.65, 103, High
2023-12-15, MOTION, 34.0, 105, High
2023-11-02, VOC, 456.85, 101, High
2023-10-14, SOUND, 103.94, 108, High
2023-12-23, MOTION, 32.0, 104, High
2024-01-26, CO2, 327.0, 107, Low
2023-11-15, MOTION, 45.0, 105, High
2023-11-11, TEMPERATURE, 10.54, 107, Low
2024-01-19, MOTION, 47.0, 107, High
2023-08-16, MOTION, 36.0, 105, High
2023-12-15, CO2, 700.21, 102, High
2023-12-02, MOTION, 33.0, 103, High
2024-01-04, TEMPERATURE, 13.8, 105, Low
2023-10-12, PRESSURE, 1049.9, 104, High
2023-08-19, PRESSURE, 1041.74, 106, High
2023-09-10, VOC, 136.47, 104, Low
2024-01-14, SOUND, 21.19, 109, Low
2023-08-01, CO2, 774.12, 106, High
2023-08-06, MOTION, 4.0, 108, Low
2023-10-31, CO2, 727.12, 101, High
2023-12-20, HUMIDITY, 33.06, 103, Low
2023-11-05, CO2, 338.86, 104, Low
2023-10-01, TEMPERATURE, 38.23, 107, High
2024-01-31, MOTION, 49.0, 102, High
2023-08-01, VOC, 454.57, 107, High
2024-01-30, HUMIDITY, 86.69, 103, High
2024-01-14, MOTION, 37.0, 104, High
2024-01-25, SOUND, 104.09, 110, High
2023-10-01, MOTION, 32.0, 105, High
2023-11-21, CO2, 343.09, 101, Low
2023-11-22, MOTION, 47.0, 104, High
2023-12-08, VOC, 479.23, 108, High
2023-09-28, VOC, 121.82, 101, Low
2023-08-18, PRESSURE, 1042.07, 106, High
2024-01-01, VOC, 112.39, 108, Low
2023-08-08, TEMPERATURE, 37.32, 106, High
2023-12-13, SOUND, 23.43, 102, Low
2024-01-25, HUMIDITY, 31.99, 108, Low
2023-10-02, TEMPERATURE, 36.35, 102, High
2023-09-28, VOC, 458.39, 104, High
2024-01-25, LIGHT, 911.97, 110, High
2023-10-09, MOTION, 46.0, 110, High
2024-01-16, MOTION, 44.0, 108, High
2023-12-30, CO2, 321.93, 101, Low
2023-12-14, MOTION, 50.0, 107, High
2023-12-13, LIGHT, 989.0, 101, High
2023-10-14, CO2, 331.55, 104, Low
2023-10-10, TEMPERATURE, 12.84, 105, Low
2023-09-30, MOTION, 34.0, 105, High
2023-09-21, TEMPERATURE, 13.09, 104, Low
2023-10-10, MOTION, 48.0, 110, High
2023-09-11, LIGHT, 927.7, 110, High
2023-12-07, VOC, 139.64, 106, Low
2023-11-08, LIGHT, 30.99, 107, Low
2023-12-21, HUMIDITY, 85.3, 104, High
2023-10-04, TEMPERATURE, 12.22, 109, Low
2023-08-05, VOC, 130.2, 102, Low
2023-12-12, MOTION, 1.0, 101, Low
2024-01-09, MOTION, 3.0, 105, Low
2023-11-30, TEMPERATURE, 11.7, 106, Low
2023-08-19, TEMPERATURE, 13.17, 108, Low
2023-12-30, MOTION, 35.0, 104, High
2023-10-10, VOC, 105.97, 109, Low
2024-01-15, LIGHT, 35.19, 103, Low
2024-01-02, HUMIDITY, 85.03, 102, High
2023-11-09, PRESSURE, 1049.97, 103, High
2023-08-04, LIGHT, 919.88, 107, High
2023-08-03, PRESSURE, 951.76, 110, Low
2023-11-21, HUMIDITY, 82.78, 101, High
2023-08-20, VOC, 494.61, 102, High
2024-01-02, MOTION, 0.0, 110, Low
2023-11-29, HUMIDITY, 85.67, 109, High
2023-09-15, VOC, 476.49, 106, High
2023-12-20, HUMIDITY, 37.39, 104, Low
2023-10-01, CO2, 319.48, 105, Low
2023-08-05, MOTION, 47.0, 101, High
2023-09-23, LIGHT, 29.62, 105, Low
2023-10-23, TEMPERATURE, 35.63, 104, High
2023-11-18, VOC, 481.18, 101, High
2023-12-16, CO2, 337.19, 109, Low
2024-01-29, TEMPERATURE, 35.64, 110, High
2023-12-24, VOC, 141.14, 102, Low
2024-01-08, TEMPERATURE, 35.64, 109, High
2023-11-07, TEMPERATURE, 39.95, 106, High
2023-12-26, HUMIDITY, 34.78, 105, Low
2023-12-07, VOC, 468.8, 109, High
2023-10-05, SOUND, 25.36, 102, Low
2024-01-23, LIGHT, 903.24, 108, High
2023-09-17, CO2, 700.08, 103, High
2023-08-27, LIGHT, 85.62, 107, Low
2023-09-27, HUMIDITY, 88.37, 107, High
2023-10-03, LIGHT, 33.13, 103, Low
2023-09-14, TEMPERATURE, 14.95, 102, Low
2023-08-20, MOTION, 33.0, 106, High
2023-08-30, MOTION, 38.0, 107, High
2023-09-23, HUMIDITY, 83.99, 101, High
2023-10-17, TEMPERATURE, 13.53, 104, Low
2023-11-03, SOUND, 116.16, 101, High
2023-08-06, MOTION, 0.0, 104, Low
2023-09-29, HUMIDITY, 30.49, 107, Low
2023-08-05, CO2, 334.21, 110, Low
2023-08-28, MOTION, 37.0, 104, High
2023-08-20, TEMPERATURE, 39.88, 109, High
2023-09-05, CO2, 724.46, 109, High
2023-12-15, MOTION, 32.0, 109, High
2023-08-22, MOTION, 49.0, 109, High
2023-09-14, HUMIDITY, 36.45, 107, Low
2023-12-03, MOTION, 3.0, 101, Low
2024-01-28, CO2, 735.64, 109, High
2023-12-30, CO2, 770.9, 102, High
2023-12-12, HUMIDITY, 83.03, 110, High
2023-08-29, VOC, 122.42, 103, Low
2023-10-21, TEMPERATURE, 38.08, 103, High
2023-11-24, LIGHT, 13.23, 103, Low
2024-01-11, SOUND, 26.66, 106, Low
2023-10-12, TEMPERATURE, 11.48, 105, Low
2023-12-29, TEMPERATURE, 38.01, 108, High
2023-10-23, VOC, 497.79, 104, High
2023-08-14, VOC, 461.73, 107, High
2023-08-21, VOC, 144.66, 104, Low
2024-01-31, MOTION, 42.0, 110, High
2023-10-02, VOC, 458.33, 102, High
2023-08-24, MOTION, 4.0, 101, Low
2023-08-13, VOC, 495.83, 106, High
2023-09-02, VOC, 451.65, 109, High
2023-08-05, PRESSURE, 959.48, 110, Low
2023-09-02, HUMIDITY, 87.34, 107, High
2023-12-21, LIGHT, 942.45, 107, High
2023-08-27, CO2, 724.63, 102, High
2024-01-01, VOC, 120.14, 103, Low
2023-08-22, LIGHT, 92.15, 103, Low
2023-09-25, TEMPERATURE, 11.98, 109, Low
2024-01-12, TEMPERATURE, 38.21, 102, High
2023-11-23, VOC, 452.14, 103, High
2024-01-26, LIGHT, 9.53, 105, Low
2023-09-28, MOTION, 39.0, 103, High
2023-11-05, TEMPERATURE, 13.7, 110, Low
2023-10-16, PRESSURE, 1045.8, 104, High
2023-09-07, LIGHT, 991.55, 108, High
2023-09-11, HUMIDITY, 37.83, 102, Low
2023-08-12, CO2, 731.53, 106, High
2023-12-28, PRESSURE, 1041.04, 105, High
2023-10-10, TEMPERATURE, 36.68, 104, High
2023-11-20, TEMPERATURE, 38.22, 101, High
2023-12-30, TEMPERATURE, 35.7, 108, High
2023-12-08, TEMPERATURE, 35.88, 108, High
2023-12-10, VOC, 145.6, 107, Low
2024-01-03, TEMPERATURE, 36.36, 105, High
2023-12-02, SOUND, 22.99, 110, Low
2023-10-03, HUMIDITY, 33.11, 101, Low
2023-11-01, MOTION, 44.0, 104, High
2024-01-31, CO2, 704.91, 105, High
2023-11-07, MOTION, 34.0, 101, High
2023-10-09, VOC, 465.45, 109, High
2023-09-04, LIGHT, 51.38, 109, Low
2023-08-16, VOC, 471.64, 103, High
2023-11-05, CO2, 313.25, 105, Low
2024-01-02, HUMIDITY, 34.83, 107, Low
2023-11-25, SOUND, 103.65, 110, High
2023-10-09, VOC, 473.09, 106, High
2023-11-09, TEMPERATURE, 35.5, 105, High
2023-11-08, HUMIDITY, 83.81, 103, High
2023-09-04, MOTION, 31.0, 103, High
2023-10-02, VOC, 107.78, 107, Low
2023-09-02, PRESSURE, 951.62, 102, Low
2023-08-12, VOC, 111.99, 104, Low
2024-01-03, MOTION, 48.0, 107, High
2023-10-25, VOC, 135.83, 103, Low
2023-09-07, HUMIDITY, 30.83, 105, Low
2023-10-24, CO2, 762.02, 110, High
2023-11-26, VOC, 474.89, 110, High
2023-10-11, SOUND, 114.75, 105, High
2023-08-15, LIGHT, 968.09, 104, High
2023-12-20, MOTION, 0.0, 107, Low
2023-10-26, LIGHT, 955.36, 105, High
2023-08-11, TEMPERATURE, 11.59, 106, Low
2023-11-21, CO2, 756.68, 105, High
2024-01-11, MOTION, 45.0, 101, High
2023-10-11, MOTION, 3.0, 108, Low
2023-11-16, VOC, 457.7, 103, High
2023-11-01, LIGHT, 960.44, 108, High
2023-12-15, LIGHT, 969.36, 101, High
2023-09-26, VOC, 465.88, 105, High
2023-12-17, MOTION, 46.0, 102, High
2023-08-02, MOTION, 33.0, 107, High
2023-10-22, PRESSURE, 1047.84, 109, High
2023-10-24, MOTION, 3.0, 107, Low
2023-10-16, CO2, 709.19, 103, High
2023-11-21, TEMPERATURE, 36.73, 107, High
2023-09-28, TEMPERATURE, 13.0, 107, Low
2023-11-17, VOC, 484.99, 107, High
2023-09-25, MOTION, 41.0, 104, High
2023-11-24, SOUND, 20.22, 104, Low
2023-09-23, LIGHT, 27.4, 104, Low
2024-01-05, TEMPERATURE, 11.04, 108, Low
2023-12-06, TEMPERATURE, 14.13, 106, Low
2023-09-12, VOC, 123.74, 109, Low
2023-11-03, TEMPERATURE, 38.97, 105, High
2023-08-27, MOTION, 33.0, 102, High
2023-10-06, HUMIDITY, 37.59, 102, Low
2023-10-07, VOC, 111.06, 109, Low
2023-08-11, LIGHT, 0.04, 110, Low
2023-11-07, MOTION, 42.0, 102, High
2023-12-24, SOUND, 22.47, 109, Low
2023-08-05, TEMPERATURE, 11.46, 101, Low
2023-10-09, LIGHT, 99.43, 108, Low
2023-09-01, PRESSURE, 951.25, 106, Low
2023-12-30, TEMPERATURE, 11.66, 102, Low
2023-10-18, SOUND, 116.4, 105, High
2023-09-24, HUMIDITY, 35.65, 106, Low
2023-10-11, TEMPERATURE, 36.22, 105, High
2024-01-14, VOC, 454.47, 108, High
2023-11-26, CO2, 348.13, 105, Low
2023-09-15, CO2, 712.29, 101, High
2023-11-28, LIGHT, 23.37, 102, Low
2023-12-23, VOC, 496.18, 102, High
2023-10-15, PRESSURE, 1043.35, 101, High
2024-01-29, PRESSURE, 954.34, 105, Low
2023-08-18, MOTION, 39.0, 104, High
2024-01-14, TEMPERATURE, 35.66, 103, High
2024-01-24, SOUND, 113.58, 109, High
2023-08-14, MOTION, 35.0, 107, High
2023-12-01, SOUND, 104.12, 102, High
2023-12-14, CO2, 735.66, 102, High
2024-01-12, MOTION, 43.0, 103, High
2023-08-01, LIGHT, 936.49, 109, High
2023-10-19, PRESSURE, 956.63, 102, Low
2023-09-02, VOC, 487.37, 101, High
2023-12-05, VOC, 479.0, 110, High
2023-12-03, MOTION, 50.0, 101, High
2024-01-31, HUMIDITY, 36.68, 102, Low
2023-09-23, MOTION, 40.0, 110, High
2023-11-18, VOC, 124.83, 110, Low
2024-01-07, SOUND, 118.91, 103, High
2023-08-24, VOC, 474.44, 102, High
2023-12-05, TEMPERATURE, 35.66, 101, High
2024-01-22, CO2, 781.78, 102, High
2023-10-04, VOC, 458.67, 101, High
2023-10-31, CO2, 309.23, 109, Low
2023-12-08, LIGHT, 83.48, 110, Low
2023-12-16, CO2, 763.78, 105, High
2023-08-18, HUMIDITY, 35.9, 103, Low
2023-12-18, HUMIDITY, 81.38, 102, High
2023-08-04, CO2, 725.26, 104, High
2023-10-24, VOC, 456.81, 108, High
2023-09-16, CO2, 775.29, 101, High
2023-08-07, PRESSURE, 1045.75, 107, High
2023-08-31, SOUND, 115.68, 110, High
2023-09-23, SOUND, 26.4, 107, Low
2023-11-09, TEMPERATURE, 10.69, 109, Low
2023-12-18, LIGHT, 970.23, 106, High
2024-01-18, MOTION, 3.0, 106, Low
2023-10-07, HUMIDITY, 82.2, 109, High
2023-12-13, TEMPERATURE, 13.05, 106, Low
2024-01-27, HUMIDITY, 88.67, 110, High
2023-09-03, PRESSURE, 956.45, 107, Low
2024-01-28, SOUND, 28.81, 108, Low
2024-01-16, CO2, 348.57, 102, Low
2023-12-26, HUMIDITY, 31.42, 104, Low
2023-09-22, LIGHT, 931.22, 105, High
2024-01-30, MOTION, 48.0, 105, High
2023-11-06, LIGHT, 99.24, 109, Low
2023-12-25, SOUND, 24.85, 102, Low
2023-11-23, LIGHT, 55.45, 107, Low
2024-01-26, LIGHT, 56.81, 104, Low
2023-09-14, HUMIDITY, 33.27, 101, Low
2024-01-13, HUMIDITY, 39.27, 102, Low
2023-09-18, MOTION, 47.0, 102, High
2023-10-24, LIGHT, 924.74, 105, High
2023-10-28, CO2, 760.19, 105, High
2023-08-30, MOTION, 32.0, 101, High
2023-10-02, HUMIDITY, 30.04, 103, Low
2023-12-13, HUMIDITY, 87.55, 108, High
2023-12-08, HUMIDITY, 30.29, 103, Low
2023-11-12, CO2, 738.8, 108, High
2023-10-05, PRESSURE, 1046.08, 104, High
2023-08-23, SOUND, 25.87, 107, Low
2023-11-09, CO2, 325.52, 104, Low
2024-01-19, CO2, 725.73, 108, High
2024-02-01, VOC, 127.74, 108, Low
2023-11-02, TEMPERATURE, 37.19, 105, High
2024-01-23, HUMIDITY, 33.89, 110, Low
2024-01-22, SOUND, 117.31, 109, High
2023-08-16, SOUND, 115.3, 106, High
2023-09-13, TEMPERATURE, 36.49, 102, High
2023-09-09, VOC, 100.36, 102, Low
2023-08-09, MOTION, 47.0, 101, High
2023-12-12, HUMIDITY, 33.48, 105, Low
2023-11-07, TEMPERATURE, 39.39, 102, High
2023-11-24, HUMIDITY, 31.43, 101, Low
2023-10-02, MOTION, 35.0, 106, High
2023-10-26, SOUND, 117.93, 106, High
2023-10-19, TEMPERATURE, 36.71, 102, High
2023-09-07, LIGHT, 6.65, 109, Low
2023-08-31, LIGHT, 995.71, 108, High
2023-11-20, VOC, 492.03, 109, High
2023-09-24, LIGHT, 985.0, 102, High
2023-10-23, TEMPERATURE, 11.14, 107, Low
2023-10-15, LIGHT, 43.7, 110, Low
2023-11-01, HUMIDITY, 35.75, 105, Low
2023-08-31, VOC, 137.46, 101, Low
2023-11-20, MOTION, 39.0, 108, High
2023-12-14, MOTION, 35.0, 104, High
2023-11-07, VOC, 124.63, 106, Low
2023-08-25, VOC, 115.74, 105, Low
2023-12-19, MOTION, 46.0, 103, High
2023-08-10, PRESSURE, 1049.41, 103, High
2023-12-22, CO2, 309.26, 108, Low
2024-01-16, HUMIDITY, 39.12, 102, Low
2024-01-22, MOTION, 35.0, 109, High
2023-10-30, TEMPERATURE, 37.24, 106, High
2024-01-12, SOUND, 22.69, 109, Low
2023-09-18, SOUND, 108.08, 106, High
2023-11-10, SOUND, 28.19, 110, Low
2023-12-14, HUMIDITY, 89.06, 101, High
2023-10-06, HUMIDITY, 89.98, 105, High
2023-10-20, SOUND, 117.04, 110, High
2023-10-29, MOTION, 2.0, 105, Low
2023-12-20, VOC, 484.47, 109, High
2023-12-19, HUMIDITY, 89.62, 110, High
2023-11-14, HUMIDITY, 35.88, 104, Low
2023-08-17, TEMPERATURE, 10.27, 102, Low
2023-11-13, MOTION, 2.0, 110, Low
2023-11-27, MOTION, 33.0, 109, High
2023-09-26, HUMIDITY, 82.55, 110, High
2023-11-20, LIGHT, 912.47, 103, High
2023-12-02, VOC, 120.87, 103, Low
2023-12-10, MOTION, 47.0, 101, High
2023-08-09, LIGHT, 919.45, 110, High
2023-12-28, MOTION, 40.0, 106, High
2024-01-31, CO2, 734.54, 103, High
2023-08-20, HUMIDITY, 34.11, 106, Low
2023-11-16, HUMIDITY, 39.53, 109, Low
2023-11-18, SOUND, 110.2, 109, High
2023-08-01, LIGHT, 935.4, 101, High
2023-10-07, CO2, 768.84, 101, High
2023-12-05, MOTION, 0.0, 105, Low
2024-01-12, TEMPERATURE, 11.12, 102, Low
2024-01-13, CO2, 730.95, 110, High
2023-08-19, HUMIDITY, 31.41, 105, Low
2023-12-25, VOC, 479.98, 110, High
2023-08-11, LIGHT, 919.02, 107, High
2024-01-21, TEMPERATURE, 12.85, 107, Low
2023-09-15, CO2, 797.8, 105, High
2023-09-14, TEMPERATURE, 11.25, 110, Low
2023-08-04, PRESSURE, 1045.8, 104, High
2023-08-14, SOUND, 20.25, 109, Low
2023-11-06, HUMIDITY, 83.79, 103, High
2023-10-10, TEMPERATURE, 35.58, 109, High
2023-11-04, CO2, 723.51, 108, High
2023-08-17, CO2, 752.94, 110, High
2024-01-12, MOTION, 33.0, 108, High
2023-09-26, VOC, 493.5, 109, High
2023-12-10, HUMIDITY, 87.58, 105, High
2023-12-08, PRESSURE, 959.68, 110, Low
2024-01-03, VOC, 450.14, 105, High
2023-11-11, CO2, 745.33, 106, High
2023-09-25, CO2, 789.98, 108, High
2023-11-22, TEMPERATURE, 39.58, 101, High
2023-10-07, CO2, 322.51, 109, Low
2023-08-23, VOC, 489.48, 107, High
2023-11-29, SOUND, 102.27, 106, High
2024-01-16, PRESSURE, 1047.14, 107, High
2023-12-03, LIGHT, 920.97, 103, High
2023-08-18, VOC, 463.53, 110, High
2023-12-01, HUMIDITY, 32.76, 103, Low
2023-09-11, CO2, 343.31, 108, Low
2023-09-01, SOUND, 20.49, 104, Low
2023-08-06, TEMPERATURE, 37.32, 108, High
2023-08-30, HUMIDITY, 34.53, 104, Low
2023-12-27, LIGHT, 86.23, 108, Low
2023-11-10, CO2, 754.77, 105, High
2023-10-27, CO2, 341.12, 107, Low
2023-09-21, LIGHT, 79.95, 103, Low
2023-11-27, VOC, 451.8, 109, High
2023-12-27, SOUND, 23.49, 107, Low
2023-12-09, CO2, 722.86, 109, High
2023-08-26, TEMPERATURE, 13.6, 109, Low
2023-08-31, MOTION, 43.0, 105, High
2023-12-19, CO2, 302.45, 107, Low
2024-01-10, VOC, 142.79, 108, Low
2024-01-13, VOC, 464.03, 101, High
2024-01-10, SOUND, 114.86, 110, High
2023-11-10, LIGHT, 93.76, 102, Low
2023-11-21, CO2, 766.37, 109, High
2023-12-26, TEMPERATURE, 37.65, 110, High
2024-01-27, PRESSURE, 1042.59, 104, High
2023-10-20, SOUND, 100.58, 109, High
2023-12-05, HUMIDITY, 38.37, 106, Low
2023-11-29, MOTION, 1.0, 109, Low
2023-11-03, VOC, 116.9, 109, Low
2024-01-15, LIGHT, 947.94, 108, High
2024-01-04, CO2, 758.57, 102, High
2023-09-07, VOC, 488.58, 109, High
2023-10-17, TEMPERATURE, 13.91, 110, Low
2023-08-09, CO2, 343.22, 103, Low
2023-10-15, SOUND, 108.12, 101, High
2023-10-17, LIGHT, 994.45, 101, High
2023-08-10, MOTION, 43.0, 104, High
2023-08-26, MOTION, 31.0, 104, High
2023-09-08, MOTION, 38.0, 107, High
2023-08-10, MOTION, 45.0, 108, High
2023-09-06, SOUND, 101.37, 104, High
2023-10-06, MOTION, 33.0, 102, High
2023-10-30, HUMIDITY, 33.79, 106, Low
2023-08-30, TEMPERATURE, 36.01, 106, High
2023-12-07, VOC, 132.24, 105, Low
2023-11-15, MOTION, 2.0, 103, Low
2023-11-07, TEMPERATURE, 13.28, 110, Low
2023-09-29, MOTION, 3.0, 106, Low
2024-02-01, TEMPERATURE, 13.03, 105, Low
2023-09-09, MOTION, 46.0, 109, High
2023-10-14, VOC, 124.68, 105, Low
2023-12-24, HUMIDITY, 37.94, 103, Low
2023-11-25, VOC, 460.69, 101, High
2023-09-10, HUMIDITY, 89.45, 107, High
2023-12-09, MOTION, 33.0, 105, High
2023-12-16, HUMIDITY, 81.98, 105, High
2023-09-14, SOUND, 117.52, 107, High
2023-10-05, TEMPERATURE, 35.93, 101, High
2023-08-06, VOC, 127.93, 107, Low
2023-09-30, TEMPERATURE, 12.78, 103, Low
2023-12-14, MOTION, 41.0, 101, High
2023-11-24, MOTION, 36.0, 110, High
2023-10-30, LIGHT, 84.72, 102, Low
2023-12-09, TEMPERATURE, 14.08, 105, Low
2023-08-03, TEMPERATURE, 39.25, 105, High
2023-08-19, SOUND, 102.75, 107, High
2023-09-28, SOUND, 101.23, 102, High
2023-10-16, VOC, 146.88, 107, Low
2023-10-27, CO2, 320.88, 104, Low
2024-01-27, TEMPERATURE, 11.46, 110, Low
2023-12-28, SOUND, 111.62, 101, High
2023-08-03, TEMPERATURE, 35.57, 102, High
2023-12-12, CO2, 744.16, 105, High
2024-01-30, SOUND, 25.56, 103, Low
2023-10-01, SOUND, 101.3, 104, High
